,Title,Listed count,Author
3137,O Pioneers!,1.0,W
3138,The Bostonians,1.0,H
3139,This Side of Paradise,1.0,F
3140,Where Angels Fear to Tread,1.0,E
3141,My Name Is Lucy Barton,1.0,E
3142,A Perfect Spy,1.0,J
3143,The Collected Stories,1.0,G
3144,Speak,1.0,L
3145,The Absolutely True Diary of a Part-Time Indian,1.0,S
3146,The Lion and the Mouse,1.0,J
3147,"Brother, I'm Dying",1.0,E
3148,Brown Girl Dreaming,1.0,J
3149,When Breath Becomes Air,1.0,P
3150,Sea of Poppies,1.0,A
3151,Mountains Beyond Mountains: One doctor's quest to heal the world,1.0,T
3152,Dealing With Dragons,1.0,P
3153,Hard-Boiled Wonderland and the End of the World,1.0,H
3154,"Raise High the Roof Beam, Carpenters: And, Seymour, an Introduction",1.0,J
3155,Shadow & Claw,1.0,G
3156,Good Omens,1.0,T
3157,You Shall Know Our Velocity,1.0,D
3158,Been Down So Long it Looks Like Up to Me,1.0,R
3159,"Little, Big",1.0,J
3160,Jayber Crow,1.0,W
3161,Drown,1.0,J
3162,The Blue Sword,1.0,R
3163,A Little Princess,1.0,F
3164,Something to Answer For,1.0,P
3165,The Elected Member,1.0,B
3166,The Conservationist,1.0,N
3167,Holiday,1.0,S
3168,Heat and Dust,1.0,R
3169,Saville,1.0,D
3170,Offshore,1.0,P
3171,Rites of Passage,1.0,W
3172,Moon Tiger,1.0,P
3173,Sacred Hunger,1.0,B
3174,The Finkler Question: A Novel,1.0,H
3175,The Luminaries,1.0,E
3176,The Testaments,1.0,M
3177,"Girl, Woman, Other",1.0,B
3178,Shuggie Bain,1.0,D
3179,How German Is It,1.0,W
3180,Seaview,1.0,T
3181,Sent for You Yesterday,1.0,J
3182,The Barracks Thief,1.0,T
3183,The Old Forest,1.0,P
3184,Soldiers in Hiding,1.0,R
3185,Dusk,1.0,J
3186,Philadelphia fire,1.0,J
3187,Postcards,1.0,E
3188,The Bear Comes Home,1.0,R
3189,The Caprices,1.0,S
3190,War Trash,1.0,H
3191,The Great Man,1.0,K
3192,War Dances,1.0,S
3193,The Collected Stories of Deborah Eisenberg: Stories,1.0,D
3194,The Buddha in the Attic,1.0,J
3195,Everything Begins and Ends at the Kentucky Club,1.0,B
3196,We are All Completely Beside Ourselves,1.0,K
3197,Delicious Foods,1.0,J
3198,Behold the Dreamers,1.0,I
3199,Call Me Zebra,1.0,A
3200,Sea Monsters,1.0,C
3201,His Family,1.0,E
3202,Alice Adams,1.0,B
3203,One of Ours,1.0,W
3204,The Able McLaughlins,1.0,M
3205,Early Autumn,1.0,L
3206,Scarlet Sister Mary,1.0,J
3207,Laughing Boy,1.0,O
3208,Years of Grace,1.0,M
3209,The Store,1.0,T
3210,Lamb in His Bosom,1.0,C
3211,Now in November,1.0,J
3212,Honey in the Horn,1.0,H
3213,The Late George Apley,1.0,J
3214,In This Our Life,1.0,E
3215,Dragon's Teeth,1.0,U
3216,Journey in the Dark,1.0,M
3217,A Bell for Adano,1.0,J
3218,Guard of Honor,1.0,J
3219,The Way West,1.0,A
3220,The Town,1.0,C
3221,The Caine Mutiny,1.0,H
3222,The Travels of Jaimie McPheeters,1.0,R
3223,The Edge of Sadness,1.0,E
3224,The Reivers,1.0,W
3225,The Keepers of the House,1.0,S
3226,Elbow Room,1.0,J
3227,Foreign Affairs,1.0,A
3228,A Summons to Memphis,1.0,P
3229,The Mambo Kings Play Songs of Love,1.0,O
3230,A Good Scent from a Strange Mountain,1.0,R
3231,Martin Dressler: The Tale of an American Dreamer,1.0,S
3232,March,1.0,G
3233,Olive Kitteridge,1.0,E
3234,Tinkers,1.0,P
3235,Less,1.0,A
3236,The Overstory,1.0,R
3237,Ralph Waldo Emerson,1.0,R
3238,Herman Melville,1.0,N
3239,The Sea Around Us,1.0,R
3240,The Course of Empire,1.0,B
3241,The Measure of Man,1.0,J
3242,An American in Italy,1.0,H
3243,The Lion and the Throne,1.0,C
3244,Mistress to an Age: A Life of Madame De Stael,1.0,J
3245,The Course of American Democracy,1.0,R
3246,From Beirut to Jerusalem,1.0,T
3247,Freedom,1.0,O
3248,Becoming a Man: Half a Life Story,1.0,P
3249,How We Die: Reflections on Life's Final Chapter,1.0,S
3250,Waiting for Snow in Havana: Confessions of a Cuban Boy,1.0,C
3251,Arc of Justice,1.0,K
3252,The Worst Hard Time,1.0,T
3253,Legacy of Ashes: The History of the CIA,1.0,T
3254,Just Kids,1.0,P
3255,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",1.0,K
3256,The Unwinding: An Inner History of the New America,1.0,G
3257,"Age of Ambition: Chasing Fortune, Truth, and Faith in the New China",1.0,E
3258,Stamped from the Beginning: The Definitive History of Racist Ideas in America,1.0,I
3259,The Future Is History: How Totalitarianism Reclaimed Russia,1.0,M
3260,The Yellow House,1.0,S
3261,The Dead Are Arising,1.0,L
3262,American Lion: Andrew Jackson in the White House,1.0,J
3263,Eden's Outcasts,1.0,J
3264,The Most Famous Man in America,1.0,D
3265,American Prometheus,1.0,K
3266,de Kooning,1.0,M
3267,Khrushchev: The Man and His Era,1.0,W
3268,W.E.B. Du Bois: The Fight for Equality and The American Century,1.0,D
3269,Vera,1.0,S
3270,Julia Ward Howe,1.0,L
3271,"Benjamin Franklin, Self-Revealed",1.0,W
3272,The Life of John Marshall,1.0,A
3273,The Americanization of Edward Bok,1.0,E
3274,A Daughter of the Middle Border,1.0,H
3275,The Life and Letters of Walter H. Page,1.0,B
3276,From Immigrant to Inventor,1.0,M
3277,Barrett Wendell and His Letters,1.0,M
3278,The Life of Sir William Osler,1.0,H
3279,Whitman,1.0,E
3280,The American Orchestra and Theodore Thomas,1.0,C
3281,The Training of an American: The Earlier Life and Letters of Walter H. Page,1.0,B
3282,The Raven,1.0,M
3283,Charles W. Eliot,1.0,H
3284,Theodore Roosevelt,1.0,H
3285,Grover Cleveland,1.0,A
3286,John Hay,1.0,T
3287,The Thought and Character of William James,1.0,R
3288,Hamilton Fish,1.0,A
3289,Pedlar's Progress,1.0,O
3290,The Life of Andrew Jackson,1.0,M
3291,Benjamin Franklin,1.0,C
3292,"Woodrow Wilson, Life and Letters",1.0,R
3293,Johnathan Edward,1.0,O
3294,Crusader in Crinoline,1.0,F
3295,Admiral of the Ocean Sea,1.0,S
3296,The American Leonardo: The Life of Samuel F B. Morse,1.0,C
3297,George Bancroft: Brahmin Rebel,1.0,R
3298,Son of the Wilderness,1.0,L
3299,The Autobiography of William Allen White,1.0,W
3300,Forgotten First Citizen: John Bigelow,1.0,M
3301,Roosevelt and Hopkins,1.0,R
3302,John Quincy Adams and the Foundations of American Foreign Policy,1.0,S
3303,John C. Calhoun: American Portrait,1.0,M
3304,Charles Evans Hughes,1.0,M
3305,Edmund Pendleton 1721–1803,1.0,D
3306,The Taft Story,1.0,W
3307,Benjamin Henry Latrobe,1.0,T
3308,George Washington,1.0,D
3309,"Woodrow Wilson, American Prophet",1.0,A
3310,John Paul Jones,1.0,S
3311,Charles Sumner and the Coming of the Civil War,1.0,D
3312,John Keats,1.0,W
3313,Henry Adams,1.0,E
3314,A Thousand Days,1.0,A
3315,Mr. Clemens and Mark Twain,1.0,J
3316,Memoirs,1.0,G
3317,The Man From New York: John Quinn and His Friends,1.0,B
3318,Huey Long,1.0,T
3319,"Robert Frost: The Years of Triumph, 1915–1938",1.0,L
3320,Eleanor and Franklin,1.0,J
3321,Luce and His Empire,1.0,W
3322,"O'Neill, Son and Artist",1.0,L
3323,A Prince of Our Disorder: The Life of T E. Lawrence,1.0,J
3324,Days of Sorrow and Pain: Leo Baeck and the Berlin Jews,1.0,L
3325,Peter the Great: His Life and World,1.0,R
3326,Grant: A Biography,1.0,W
3327,"Booker T. Washington: The Wizard of Tuskegee, 1901–1915",1.0,L
3328,The Life and Times of Cotton Mather,1.0,K
3329,Louise Bogan: A Portrait,1.0,E
3330,Bearing the Cross: Martin Luther King Jr. and the Southern Christian Leadership Conference,1.0,D
3331,Oscar Wilde,1.0,R
3332,Machiavelli in Hell,1.0,S
3333,Jackson Pollock: An American Saga,1.0,S
3334,Fortunate Son: The Autobiography of Lewis B. Puller Jr.,1.0,L
3335,Harriet Beecher Stowe: A Life,1.0,J
3336,God: A Biography,1.0,J
3337,Personal History,1.0,K
3338,Lindbergh,1.0,A
3339,"W.E.B. Dubois : Biography of a Race, 1868–1919",1.0,D
3340,Washington: A Life,1.0,R
3341,George F. Kennan: An American Life,1.0,J
3342,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",1.0,T
3343,Margaret Fuller: A New American Life,1.0,M
3344,The Pope and Mussolini,1.0,D
3345,Barbarian Days: A Surfing Life,1.0,W
3346,The Return,1.0,H
3347,Prairie Fires: The American Dreams of Laura Ingalls Wilder,1.0,C
3348,Sontag: Her Life and Work,1.0,B
3349,October Light,1.0,J
3350,The Year of the French,1.0,T
3351,George Mills,1.0,S
3352,The Middleman and Other Stories,1.0,B
3353,Mrs. Ted Bliss,1.0,S
3354,The Love of a Good Woman,1.0,A
3355,Motherless Brooklyn,1.0,J
3356,Being Dead,1.0,J
3357,Binocular Vision,1.0,E
3358,Lila,1.0,M
3359,Everything Inside: Stories,1.0,E
3360,Hamnet,1.0,M
3361,Facts of Life,1.0,M
3362,Munich: The Price of Peace,1.0,T
3363,Walter Lippmann and the American Century,1.0,R
3364,The Price of Power,1.0,S
3365,Weapons and Hope,1.0,F
3366,War Without Mercy,1.0,J
3367,The Broken Cord,1.0,M
3368,The Content of Our Character,1.0,S
3369,Young Men and Fire,1.0,N
3370,The Land Where the Blues Began,1.0,A
3371,The Rape of Europa,1.0,L
3372,A Civil Action,1.0,J
3373,Bad Land: An American Romance,1.0,J
3374,"Time, Love, Memory",1.0,J
3375,Newjack: Guarding Sing Sing,1.0,T
3376,Double Fold: Libraries and the Assault on Paper,1.0,N
3377,Sons of Mississippi,1.0,P
3378,The Reformation,1.0,D
3379,Rough Crossings,1.0,S
3380,Medical Apartheid,1.0,H
3381,Liberty's Exiles: American Loyalists in the Revolutionary World,1.0,M
3382,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,1.0,S
3383,The Problem of Slavery in the Age of Emancipation,1.0,D
3384,Dreamland: The True Tale of America's Opiate Epidemic,1.0,S
3385,The Evangelicals: The Struggle to Shape America,1.0,F
3386,Directorate S: The C.I.A. and America's Secret Wars in Afghanistan and Pakistan,1.0,S
3387,Say Nothing,1.0,P
3388,Island on Fire: The Revolt That Ended Slavery in the British Empire,1.0,T
3389,The Wonderful Story of Henry Sugar,1.0,R
3390,Resurrection: A Novel,1.0,L
3391,The Complete Fairy Tales of Charles Perrault,1.0,C
3392,The Magic Toyshop,1.0,A
3393,Grundrisse: Foundations of the Critique of Political Economy,1.0,K
3394,Man and His Symbols,1.0,C
3395,The Shock of the New,1.0,R
3396,Eichmann in Jerusalem: A Report on the Banality of Evil,1.0,H
3397,What Hath God Wrought,1.0,D
3398,The Race Beat,1.0,G
3399,Polio: An American Story,1.0,D
3400,Washington's Crossing,1.0,D
3401,A Nation under Our Feet,1.0,S
3402,An Army at Dawn,1.0,R
3403,The Metaphysical Club: A Story of Ideas,1.0,L
3404,Founding Brothers: The Revolutionary Generation,1.0,J
3405,Freedom From Fear: The American People,1.0,D
3406,Gotham: A History of New York City,1.0,E
3407,Summer for the Gods,1.0,E
3408,Original Meanings,1.0,J
3409,William Cooper's Town,1.0,A
3410,No Ordinary Time,1.0,D
3411,The Radicalism of the American Revolution,1.0,G
3412,The Fate of Liberty: Abraham Lincoln and Civil Liberties,1.0,M
3413,A Midwife's Tale,1.0,L
3414,In Our Image: America's Empire in the Philippines,1.0,S
3415,"The Launching of Modern American Science, 1846-1876",1.0,R
3416,With Americans of Past and Present Days,1.0,J
3417, A History of the Civil War,1.0,J
3418,The War with Mexico,1.0,J
3419,The Victory at Sea,1.0,W
3420,The Founding of New England,1.0,J
3421,The Supreme Court in United States History,1.0,C
3422,The American Revolution: A Constitutional Interpretation,1.0,C
3423,History of the American Frontier,1.0,F
3424,A History of the United States,1.0,E
3425,Pinckney's Treaty,1.0,S
3426,The Organization and Administration of the Union Army,1.0,F
3427,The War of Independence,1.0,C
3428,"The Coming of the War, 1914",1.0,B
3429,My Experiences in the World War,1.0,J
3430,The Significance of Sections in American History,1.0,F
3431,The People's Choice,1.0,H
3432,The Colonial Period of American History,1.0,C
3433,A Constitutional History of the United States,1.0,A
3434,The Flowering of New England,1.0,V
3435,The Road to Reunion,1.0,P
3436,A History of American Magazines,1.0,F
3437,Abraham Lincoln: The War Years,1.0,C
3438,The Atlantic Migration,1.0,M
3439,Paul Revere and the World He Lived In,1.0,E
3440,The Growth of American Thought,1.0,M
3441,Unfinished Business,1.0,S
3442,Scientists Against Time,1.0,J
3443,Across the Wide Missouri,1.0,B
3444,The Disruption of American Democracy,1.0,R
3445,Art and Life in America,1.0,O
3446,"The Old Northwest, Pioneer Period 1815-1840",1.0,R
3447,The Uprooted,1.0,O
3448,The Era of Good Feelings,1.0,G
3449,Great River: The Rio Grande in North American History,1.0,P
3450,Banks and Politics in America,1.0,B
3451,The Republican Era: 1869-1901,1.0,L
3452,In the Days of McKinley,1.0,M
3453,Between War and Peace: The Potsdam Conference,1.0,H
3454,"The Triumphant Empire: Thunder-Clouds Gather in the West, 1763-1766",1.0,L
3455,"Washington, Village and Capital, 1800-1878",1.0,C
3456,Puritan Village: The Formation of a New England Town,1.0,S
3457,The Greenback Era,1.0,I
3458,The Life of the Mind in America,1.0,P
3459,Exploration and Empire: The Explorer and the Scientist in the Winning of the American West,1.0,W
3460,The Ideological Origins of the American Revolution,1.0,B
3461,Origins of the Fifth Amendment,1.0,L
3462,Roosevelt: The Soldier Of Freedom,1.0,J
3463,Neither Black Nor White,1.0,C
3464,People of Paradox,1.0,M
3465,The Americans: The Democratic Experience,1.0,D
3466,Lamy of Santa Fe,1.0,P
3467,"The Impending Crisis, 1841-1867",1.0,D
3468,The Visible Hand,1.0,A
3469,The Dred Scott Case,1.0,D
3470,Been in the Storm So Long,1.0,L
3471,"American Education: The National Experience, 1783-1876",1.0,L
3472,"The Transformation of Virginia, 1740-1790",1.0,R
3473,Prophets of Regulation,1.0,T
3474,The Heavens and the Earth,1.0,W
3475,Voyagers to the West: A Passage in the Peopling of America on the Eve of the Revolution,1.0,B
3476,Lords of Finance: The Bankers Who Broke the World,1.0,L
3477,The Fiery Trial: Abraham Lincoln and American Slavery,1.0,E
3478,Malcolm X: A Life of Reinvention,1.0,M
3479,Embers of War: The Fall of an Empire and the Making of America's Vietnam,1.0,F
3480,"The Internal Enemy: Slavery and War in Virginia, 1772-1832",1.0,A
3481,Encounters at the Heart of the World,1.0,E
3482,Custer's Trials,1.0,T
3483, Blood in the Water: The Attica Prison Uprising of 1971 and Its Legacy,1.0,H
3484,The Gulf: The Making of An American Sea,1.0,J
3485,Frederick Douglass: Prophet of Freedom,1.0,D
3486,Sweet Taste of Liberty: A True Story of Slavery and Restitution in America,1.0,W
3487,Ten North Frederick,1.0,J
3488,The Field of Vision,1.0,W
3489,The Waters of Kronos,1.0,C
3490,The Centaur,1.0,J
3491,The Eighth Day,1.0,T
3492,Steps,1.0,J
3493,A Crown of Feathers and Other Stories,1.0,I
3494,The Hair of Harold Roux,1.0,T
3495,The Spectator Bird,1.0,W
3496,Blood Tie,1.0,M
3497,Plains Song,1.0,W
3498,Victory Over Japan: A Book of Stories,1.0,E
3499,Paco's Story,1.0,L
3500,Paris Trout,1.0,P
3501,Spartina,1.0,J
3502,Middle Passage,1.0,C
3503,A Frolic of His Own,1.0,W
3504,Ship Fever and Other Stories,1.0,A
3505,Charming Billy,1.0,A
3506,In America,1.0,S
3507,Three Junes,1.0,J
3508,The News from Paraguay,1.0,L
3509,Shadow Country,1.0,P
3510,Lord of Misrule: The Morganville Vampires,1.0,R
3511,The Round House,1.0,L
3512,The Good Lord Bird: A Novel,1.0,J
3513,Redeployment,1.0,P
3514,Fortune Smiles: Stories,1.0,A
3515,O Strange New World,1.0,H
3516,Wandering Through Winter,1.0,E
3517,The Problem of Slavery in Western Culture,1.0,D
3518,Rousseau and Revolution,1.0,W
3519,So Human an Animal,1.0,R
3520,Gandhi's Truth,1.0,E
3521,The Rising Sun,1.0,J
3522,Stilwell and the American Experience in China,1.0,B
3523,Fire in the Lake,1.0,F
3524,The Denial of Death,1.0,E
3525,Why Survive? Being Old in America,1.0,R
3526,Beautiful Swimmers,1.0,W
3527,The Dragons of Eden,1.0,C
3528,On Human Nature,1.0,E
3529,Fin-de-Siècle Vienna,1.0,C
3530,The Soul of a New Machine,1.0,T
3531,Is There No Place On Earth For Me?,1.0,S
3532,The Social Transformation of American Medicine,1.0,P
3533,Move Your Shadow,1.0,J
3534,Arab and Jew,1.0,D
3535,And Their Children After Them,1.0,D
3536,"The Prize: The Epic Quest for Oil, Money, and Power",1.0,D
3537,Lincoln at Gettysburg,1.0,G
3538,Lenin's Tomb: The Last Days of the Soviet Empire,1.0,D
3539,The Beak of the Finch: A Story of Evolution in Our Time,1.0,J
3540,Ashes to Ashes,1.0,R
3541,Annals of the Former World,1.0,J
3542,Embracing Defeat: Japan in the Wake of World War II,1.0,J
3543,Hirohito and the Making of Modern Japan,1.0,H
3544,Carry Me Home,1.0,D
3545,A Problem from Hell: America and the Age of Genocide,1.0,S
3546,Gulag: A History,1.0,A
3547,Ghost Wars,1.0,S
3548,Imperial Reckoning,1.0,C
3549,The Years of Extermination,1.0,S
3550,The Dead Hand: The Untold Story of the Cold War Arms Race and Its Dangerous Legacy,1.0,D
3551,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",1.0,G
3552,Toms River: A Story of Science and Salvation,1.0,D
3553,Black Flags: The Rise of ISIS,1.0,J
3554,Locking Up Our Own: Crime and Punishment in Black America,1.0,J
3555,Amity and Prosperity: One Family and the Fracturing of America,1.0,E
3556,The End of the Myth: From the Frontier to the Border Wall in the Mind of America,1.0,G
3557,"The Undying: Pain, vulnerability, mortality, medicine, art, time, dreams, data, exhaustion, cancer, and care",1.0,A
3558,Early Novels and Stories,1.0,J
3559,Water Music,1.0,T
3560,The Bridge,1.0,H
3561,The Remorseful Day,1.0,C
3562,The Short Stories Of Thomas Hardy ,1.0,T
3563,The Unicorn,1.0,I
3564,The Green Knight,1.0,I
3565,The Collected Poems of Theodore Roethke,1.0,T
3566,The Winter's Tale,1.0,W
3567,The Master of Ballantrae: A Winter's Tale,1.0,R
3568,The Hearts and Lives of Men: A Novel,1.0,F
3569,The Theogony,1.0,H
3570,Galileo,1.0,B
3571,The Trickster of Seville and His Guest of Stone,1.0,T
3572,Mensagem,1.0,F
3573,Rhinoceros and Other Plays,1.0,E
3574,The Illustrious House of Ramires,1.0,E
3575,The Loser,1.0,T
3576,The Gambler,1.0,F
3577,The American,1.0,H
3578,The Spoils of Poynton,1.0,H
3579,VALIS,1.0,P
3580,The Black Swan,1.0,T
3581,"A Testament of Hope: The Essential Writings and Speeches of Martin Luther King, Jr.",1.0,M
3582,The Consolation of Philosophy,1.0,B
3583,Meditations on First Philosophy,1.0,R
3584,John Wesley's Sermons: An Anthology,1.0,A
3585,A Spy In The House Of Love,1.0,A
3586,Diamonds Are Forever,1.0,I
3587,Cat on a Hot Tin Roof ,1.0,T
3588,She,1.0,H
3589,The Invisible Man,1.0,H
3590,The Subterraneans,1.0,J
3591,Hangover Square: A Story of Darkest Earl's Court,1.0,P
3592,From Russia with Love,1.0,I
3593,The Man Who Was Thursday,1.0,G
3594,Woodcutters,1.0,T
3595,The Book of the New Sun,1.0,G
3596,Devil in a Blue Dress,1.0,W
3597,The Dying Earth,1.0,J
3598,A New Life,1.0,B
3599,The Bastard of Istanbul,1.0,E
3600,The Heather Blazing,1.0,C
3601,An Accidental Man,1.0,I
3602,Cities of the Red Night: A Novel,1.0,W
3603,My Life and My Life in the Nineties,1.0,L
3604,The Rachel Papers,1.0,M
3605,The Ballad of the Sad Cafe,1.0,C
3606,Sweet Days of Discipline,1.0,F
3607,"I, Tituba, Black Witch of Salem",1.0,M
3608,Distant Star,1.0,R
3609,Stoner,1.0,J
3610,The Daughter of Time,1.0,J
3611,A Reckless Character and Other Stories,1.0,I
3612,The Stories of Vladimir Nabokov,1.0,V
3613,The Collected Poems of A. E. Housman,1.0,A
3614,The Works of Walter Savage Landor,1.0,W
3615,The Poems of Emily Bronte,1.0,E
3616,City of Salt,1.0,A
3617,Waverley,1.0,S
3618,Snow Country,1.0,Y
3619,Cold Nights,1.0,B
3620,The Woman in the Dunes,1.0,K
3621,Black Sheep,1.0,G
3622,Sybil,1.0,F
3623,Men Without Women,1.0,E
3624,The Pursuit Of Love,1.0,N
3625,The Bottle Factory Outing,1.0,B
3626,The Periodic Table,1.0,P
3627,L.A. Confidential ,1.0,J
3628,Kama Sutra,1.0,V
3629,Canon of Medicine,1.0,A
3630,Atlas,1.0,G
3631,The Protocols of the Elders of Zion,1.0,U
3632,The Twelve Labours of Hercules,1.0,U
3633,The Quest for the Golden Fleece,1.0,U
3634,Orpheus and Eurydice,1.0,U
3635,Poem of the Cid,1.0,U
3636,Reynard the Fox,1.0,U
3637,The Song of Roland,1.0,U
3638,The Orlando Furioso,1.0,L
3639,New Atlantis,1.0,F
3640,Poems of Matsuo Bashō,1.0,M
3641,Sonnets from the Portuguese,1.0,E
3642,Biographia Literaria,1.0,S
3643,Le Cid,1.0,P
3644,Catiline Orations,1.0,M
3645,The Pioneers,1.0,J
3646,Nicholas Nickleby,1.0,C
3647,Penguin Island,1.0,A
3648,Stories of Nikolai Gogol,1.0,N
3649,Works and Days,1.0,H
3650,An Enemy of the People,1.0,H
3651,Two Essays on Analytical Psychology,1.0,C
3652,Volpone,1.0,B
3653,The Sickness Unto Death,1.0,S
3654,Benito Cereno,1.0,H
3655,Spoon River Anthology,1.0,E
3656,The Age of Reason,1.0,T
3657,The Poetry of Alexander Pushkin,1.0,A
3658,An Essay on Man,1.0,A
3659,The Rape of the Lock,1.0,A
3660,The Father,1.0,A
3661,Miss Julie,1.0,A
3662,Scepticism and Animal Faith,1.0,G
3663,Thyestes,1.0,S
3664,Essays of Henry David Thoreau,1.0,H
3665,The Berlin Stories,1.0,C
3666,Falconer,1.0,J
3667,The Painted Bird ,1.0,J
3668,Ubik,1.0,P
3669,The Voyeur,1.0,A
3670,Palace Walk,1.0,N
3671,Palace of Desire,1.0,N
3672,Sugar Street,1.0,N
3673,Waiting for the Mahatma,1.0,R
3674,Guerrilla Warfare,1.0,C
3675,That They May Face the Rising Sun,1.0,J
3676,Secondhand Time: The Last of the Soviets,1.0,S
3677,Autumn,1.0,A
3678,Sapiens: A Brief History of Humankind,1.0,Y
3679,Capital in the Twenty-First Century,1.0,T
3680,A Death in the Family,1.0,K
3681,The Green Road,1.0,A
3682,Hope in the Dark,1.0,R
3683,Levels of Life,1.0,J
3684,Human Chain,1.0,S
3685,Night Watch,1.0,T
3686,Why Be Happy When You Could Be Normal?,1.0,J
3687,Women & Power: A Manifesto,1.0,M
3688,Underland,1.0,R
3689,This House of Grief,1.0,H
3690,Seven Brief Lessons on Physics,1.0,C
3691,The Silence of the Girls,1.0,P
3692,The Constant Gardener,1.0,J
3693,The Infatuations,1.0,J
3694,Notes on a Scandal,1.0,Z
3695,The Age of Surveillance Capitalism,1.0,S
3696,Nothing to Envy,1.0,B
3697,Drive Your Plow Over the Bones of the Dead,1.0,O
3698,"Thinking, Fast and Slow",1.0,D
3699,Signs Preceding the End of the World,1.0,Y
3700,Stories of Your Life and Others,1.0,T
3701,Harvest,1.0,J
3702,Coraline,1.0,N
3703,The Cost of Living,1.0,D
3704,Adults in the Room,1.0,Y
3705,Visitation,1.0,J
3706,Light,1.0,M
3707,The Siege,1.0,H
3708,Darkmans,1.0,N
3709,A Little Life,1.0,H
3710,Broken Glass,1.0,A
3711,I Feel Bad About My Neck,1.0,N
3712,The Story of Art,1.0,E
3713,Nathan the Wise,1.0,G
3714,"Don Carlos: Infante of Spain, a Drama in Five Acts",1.0,F
3715,Splendors and Miseries of Courtesans,1.0,H
3716,The Last Days of Mankind,1.0,K
3717,Der Fall Mauritius,1.0,J
3718,"Farewell, My Lovely: A Novel",1.0,R
3719,The Clown,1.0,H
3720,The Good Person of Szechwan,1.0,B
3721,The Physicists,1.0,F
3722,The Day of the Jackal,1.0,F
3723,Die neuen Leiden des jungen W.,1.0,U
3724,The Songlines,1.0,B
3725,Cat's Eye,1.0,M
3726,The Hunting Gun,1.0,Y
3727,Shadows on the Hudson: A Novel,1.0,I
3728,Betty Blue: The Story of a Passion,1.0,P
3729,"South of the Border, West of the Sun: A Novel",1.0,H
3730,Desert Flower,1.0,W
3731,The Shadow of the Wind,1.0,C
3732,The Meaning of Hitler,1.0,S
3733,The Clash of Civilizations ,1.0,S
3734,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,1.0,A
3735,"The Theory of Economic Development: An Inquiry into Profits, Capital, Credit, Interest, and the Business Cycle",1.0,J
3736,Success: Three Years in the Life of a Province,1.0,L
3737,The Other Education: What you should know about the natural sciences,1.0,E
3738,The Animals' Conference,1.0,E
3739,The Statement,1.0,B
3740,German History 1800–1918,1.0,T
3741,Crusade and Jihad: Islam and the Christian World,1.0,B
3742,Castle Gripsholm,1.0,K
3743,Alberta empfängt einen Liebhaber,1.0,B
3744,Where I'm Calling From,1.0,R
3745,Cities of the Plain,1.0,C
3746,The Crossing,1.0,C
3747,I Wish Someone Were Waiting for Me Somewhere,1.0,A
3748,Wonder Boys,1.0,M
3749,Earth Abides,1.0,G
3750,House of Leaves,1.0,M
3751,The Notebook: The Proof ; The Third Lie : Three Novels,1.0,A
3752,The Haunting of Hill House ,1.0,S
3753,Books of Blood,1.0,C
3754,I Am Legend,1.0,R
3755,Tales of H. P. Lovecraft,1.0,H
3756,Haunted,1.0,C
3757,The Stories of Ray Bradbury,1.0,R
3758,The Electric Michelangelo,1.0,S
3759,Ghostwritten,1.0,D
3760,Selected Stories of Philip K. Dick,1.0,P
3761,No Country for Old Men,1.0,C
3762,Mr. Wilson's Cabinet of Wonder,1.0,L
3763,Into the Wild,1.0,J
3764,The Wife of Martin Guerre,1.0,J
3765,A Mirror for Witches,1.0,E
3766,The Soul of Kindness,1.0,E
3767,Less Than Angels,1.0,B
3768,Lady into Fox,1.0,D
3769,The Flight from the Enchanter,1.0,I
3770,Eustace and Hilda,1.0,L
3771,Extremely Loud and Incredibly Close,1.0,J
3772,Masterworks of the Classical Haida Mythtellers,1.0,R
3773,Payback: Debt and the Shadow Side of Wealth,1.0,M
3774,The Collected Stories of Amy Hempel,1.0,A
3775,Seabiscuit,1.0,L
3776,The Arrival,1.0,S
3777,How I Live Now,1.0,M
3778,William Trevor: The Collected Stories,1.0,W
3779,Runaway,1.0,A
3780,Thursbitch,1.0,A
3781,The Ghost,1.0,R
3782,Youth,1.0,J
3783,Wolf Brother,1.0,M
3784,Imperial Life in the Emerald City,1.0,R
3785,If Nobody Speaks of Remarkable Things,1.0,J
3786,Fleshmarket Close,1.0,I
3787,Moondust: In Search of the Men Who Fell to Earth,1.0,A
3788,Collapse,1.0,J
3789,The Blank Slate,1.0,S
3790,Staying Alive,1.0,N
3791,Peeling the Onion,1.0,G
3792,The Kindly One,1.0,J
3793,The PowerBook,1.0,J
3794,"Blind Willow, Sleeping Woman",1.0,H
3795,War Music,1.0,C
3796,The Damned Utd,1.0,D
3797,England in Particular,1.0,S
3798,Collected Poems of Michael Donaghy,1.0,M
3799,Giving up the Ghost,1.0,H
3800,The Emperor's Children,1.0,C
3801,Born Yesterday,1.0,G
3802,Fatal Purity: Robespierre and the French Revolution,1.0,R
3803,The Enchantress of Florence,1.0,S
3804,My Father and other Working-Class Football Heroes,1.0,G
