,Title,Listed count
3293,Johnathan Edward,1.0
3294,Crusader in Crinoline,1.0
3295,Admiral of the Ocean Sea,1.0
3296,The American Leonardo: The Life of Samuel F B. Morse,1.0
3297,George Bancroft: Brahmin Rebel,1.0
3298,Son of the Wilderness,1.0
3299,The Autobiography of William Allen White,1.0
3300,Forgotten First Citizen: John Bigelow,1.0
3301,Roosevelt and Hopkins,1.0
3302,John Quincy Adams and the Foundations of American Foreign Policy,1.0
3303,John C. Calhoun: American Portrait,1.0
3304,Charles Evans Hughes,1.0
3305,Edmund Pendleton 1721–1803,1.0
3306,The Taft Story,1.0
3307,Benjamin Henry Latrobe,1.0
3308,George Washington,1.0
3309,"Woodrow Wilson, American Prophet",1.0
3310,John Paul Jones,1.0
3311,Charles Sumner and the Coming of the Civil War,1.0
3312,John Keats,1.0
3313,Henry Adams,1.0
3314,A Thousand Days,1.0
3315,Mr. Clemens and Mark Twain,1.0
3316,Memoirs,1.0
3317,The Man From New York: John Quinn and His Friends,1.0
3318,Huey Long,1.0
3319,"Robert Frost: The Years of Triumph, 1915–1938",1.0
3320,Eleanor and Franklin,1.0
3321,Luce and His Empire,1.0
3322,"O'Neill, Son and Artist",1.0
3323,A Prince of Our Disorder: The Life of T E. Lawrence,1.0
3324,Days of Sorrow and Pain: Leo Baeck and the Berlin Jews,1.0
3325,Peter the Great: His Life and World,1.0
3326,Grant: A Biography,1.0
3327,"Booker T. Washington: The Wizard of Tuskegee, 1901–1915",1.0
3328,The Life and Times of Cotton Mather,1.0
3329,Louise Bogan: A Portrait,1.0
3330,Bearing the Cross: Martin Luther King Jr. and the Southern Christian Leadership Conference,1.0
3331,Oscar Wilde,1.0
3332,Machiavelli in Hell,1.0
3333,Jackson Pollock: An American Saga,1.0
3334,Fortunate Son: The Autobiography of Lewis B. Puller Jr.,1.0
3335,Harriet Beecher Stowe: A Life,1.0
3336,God: A Biography,1.0
3337,Personal History,1.0
3338,Lindbergh,1.0
3339,"W.E.B. Dubois : Biography of a Race, 1868–1919",1.0
3340,Washington: A Life,1.0
3341,George F. Kennan: An American Life,1.0
3342,"The Black Count: Glory, Revolution, Betrayal, and the Real Count of Monte Cristo",1.0
3343,Margaret Fuller: A New American Life,1.0
3344,The Pope and Mussolini,1.0
3345,Barbarian Days: A Surfing Life,1.0
3346,The Return,1.0
3347,Prairie Fires: The American Dreams of Laura Ingalls Wilder,1.0
3348,Sontag: Her Life and Work,1.0
3349,October Light,1.0
3350,The Year of the French,1.0
3351,George Mills,1.0
3352,The Middleman and Other Stories,1.0
3353,Mrs. Ted Bliss,1.0
3354,The Love of a Good Woman,1.0
3355,Motherless Brooklyn,1.0
3356,Being Dead,1.0
3357,Binocular Vision,1.0
3358,Lila,1.0
3359,Everything Inside: Stories,1.0
3360,Hamnet,1.0
3361,Facts of Life,1.0
3362,Munich: The Price of Peace,1.0
3363,Walter Lippmann and the American Century,1.0
3364,The Price of Power,1.0
3365,Weapons and Hope,1.0
3366,War Without Mercy,1.0
3367,The Broken Cord,1.0
3368,The Content of Our Character,1.0
3369,Young Men and Fire,1.0
3370,The Land Where the Blues Began,1.0
3371,The Rape of Europa,1.0
3372,A Civil Action,1.0
3373,Bad Land: An American Romance,1.0
3374,"Time, Love, Memory",1.0
3375,Newjack: Guarding Sing Sing,1.0
3376,Double Fold: Libraries and the Assault on Paper,1.0
3377,Sons of Mississippi,1.0
3378,The Reformation,1.0
3379,Rough Crossings,1.0
3380,Medical Apartheid,1.0
3381,Liberty's Exiles: American Loyalists in the Revolutionary World,1.0
3382,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,1.0
3383,The Problem of Slavery in the Age of Emancipation,1.0
3384,Dreamland: The True Tale of America's Opiate Epidemic,1.0
3385,The Evangelicals: The Struggle to Shape America,1.0
3386,Directorate S: The C.I.A. and America's Secret Wars in Afghanistan and Pakistan,1.0
3387,Say Nothing,1.0
3388,Island on Fire: The Revolt That Ended Slavery in the British Empire,1.0
3389,The Wonderful Story of Henry Sugar,1.0
3390,Resurrection: A Novel,1.0
3391,The Complete Fairy Tales of Charles Perrault,1.0
3392,The Magic Toyshop,1.0
3393,Grundrisse: Foundations of the Critique of Political Economy,1.0
3394,Man and His Symbols,1.0
3395,The Shock of the New,1.0
3396,Eichmann in Jerusalem: A Report on the Banality of Evil,1.0
3397,What Hath God Wrought,1.0
3398,The Race Beat,1.0
3399,Polio: An American Story,1.0
3400,Washington's Crossing,1.0
3401,A Nation under Our Feet,1.0
3402,An Army at Dawn,1.0
3403,The Metaphysical Club: A Story of Ideas,1.0
3404,Founding Brothers: The Revolutionary Generation,1.0
3405,Freedom From Fear: The American People,1.0
3406,Gotham: A History of New York City,1.0
3407,Summer for the Gods,1.0
3408,Original Meanings,1.0
3409,William Cooper's Town,1.0
3410,No Ordinary Time,1.0
3411,The Radicalism of the American Revolution,1.0
3412,The Fate of Liberty: Abraham Lincoln and Civil Liberties,1.0
3413,A Midwife's Tale,1.0
3414,In Our Image: America's Empire in the Philippines,1.0
3415,"The Launching of Modern American Science, 1846-1876",1.0
3416,With Americans of Past and Present Days,1.0
3417, A History of the Civil War,1.0
3418,The War with Mexico,1.0
3419,The Victory at Sea,1.0
3420,The Founding of New England,1.0
3421,The Supreme Court in United States History,1.0
3422,The American Revolution: A Constitutional Interpretation,1.0
3423,History of the American Frontier,1.0
3424,A History of the United States,1.0
3425,Pinckney's Treaty,1.0
3426,The Organization and Administration of the Union Army,1.0
3427,The War of Independence,1.0
3428,"The Coming of the War, 1914",1.0
3429,My Experiences in the World War,1.0
3430,The Significance of Sections in American History,1.0
3431,The People's Choice,1.0
3432,The Colonial Period of American History,1.0
3433,A Constitutional History of the United States,1.0
3434,The Flowering of New England,1.0
3435,The Road to Reunion,1.0
3436,A History of American Magazines,1.0
3437,Abraham Lincoln: The War Years,1.0
3438,The Atlantic Migration,1.0
3439,Paul Revere and the World He Lived In,1.0
3440,The Growth of American Thought,1.0
3441,Unfinished Business,1.0
3442,Scientists Against Time,1.0
3443,Across the Wide Missouri,1.0
3444,The Disruption of American Democracy,1.0
3445,Art and Life in America,1.0
3446,"The Old Northwest, Pioneer Period 1815-1840",1.0
3447,The Uprooted,1.0
3448,The Era of Good Feelings,1.0
3449,Great River: The Rio Grande in North American History,1.0
3450,Banks and Politics in America,1.0
3451,The Republican Era: 1869-1901,1.0
3452,In the Days of McKinley,1.0
3453,Between War and Peace: The Potsdam Conference,1.0
3454,"The Triumphant Empire: Thunder-Clouds Gather in the West, 1763-1766",1.0
3455,"Washington, Village and Capital, 1800-1878",1.0
3456,Puritan Village: The Formation of a New England Town,1.0
3457,The Greenback Era,1.0
3458,The Life of the Mind in America,1.0
3459,Exploration and Empire: The Explorer and the Scientist in the Winning of the American West,1.0
3460,The Ideological Origins of the American Revolution,1.0
3461,Origins of the Fifth Amendment,1.0
3462,Roosevelt: The Soldier Of Freedom,1.0
3463,Neither Black Nor White,1.0
3464,People of Paradox,1.0
3465,The Americans: The Democratic Experience,1.0
3466,Lamy of Santa Fe,1.0
3467,"The Impending Crisis, 1841-1867",1.0
3468,The Visible Hand,1.0
3469,The Dred Scott Case,1.0
3470,Been in the Storm So Long,1.0
3471,"American Education: The National Experience, 1783-1876",1.0
3472,"The Transformation of Virginia, 1740-1790",1.0
3473,Prophets of Regulation,1.0
3474,The Heavens and the Earth,1.0
3475,Voyagers to the West: A Passage in the Peopling of America on the Eve of the Revolution,1.0
3476,Lords of Finance: The Bankers Who Broke the World,1.0
3477,The Fiery Trial: Abraham Lincoln and American Slavery,1.0
3478,Malcolm X: A Life of Reinvention,1.0
3479,Embers of War: The Fall of an Empire and the Making of America's Vietnam,1.0
3480,"The Internal Enemy: Slavery and War in Virginia, 1772-1832",1.0
3481,Encounters at the Heart of the World,1.0
3482,Custer's Trials,1.0
3483, Blood in the Water: The Attica Prison Uprising of 1971 and Its Legacy,1.0
3484,The Gulf: The Making of An American Sea,1.0
3485,Frederick Douglass: Prophet of Freedom,1.0
3486,Sweet Taste of Liberty: A True Story of Slavery and Restitution in America,1.0
3487,Ten North Frederick,1.0
3488,The Field of Vision,1.0
3489,The Waters of Kronos,1.0
3490,The Centaur,1.0
3491,The Eighth Day,1.0
3492,Steps,1.0
3493,A Crown of Feathers and Other Stories,1.0
3494,The Hair of Harold Roux,1.0
3495,The Spectator Bird,1.0
3496,Blood Tie,1.0
3497,Plains Song,1.0
3498,Victory Over Japan: A Book of Stories,1.0
3499,Paco's Story,1.0
3500,Paris Trout,1.0
3501,Spartina,1.0
3502,Middle Passage,1.0
3503,A Frolic of His Own,1.0
3504,Ship Fever and Other Stories,1.0
3505,Charming Billy,1.0
3506,In America,1.0
3507,Three Junes,1.0
3508,The News from Paraguay,1.0
3509,Shadow Country,1.0
3510,Lord of Misrule: The Morganville Vampires,1.0
3511,The Round House,1.0
3512,The Good Lord Bird: A Novel,1.0
3513,Redeployment,1.0
3514,Fortune Smiles: Stories,1.0
3515,O Strange New World,1.0
3516,Wandering Through Winter,1.0
3517,The Problem of Slavery in Western Culture,1.0
3518,Rousseau and Revolution,1.0
3519,So Human an Animal,1.0
3520,Gandhi's Truth,1.0
3521,The Rising Sun,1.0
3522,Stilwell and the American Experience in China,1.0
3523,Fire in the Lake,1.0
3524,The Denial of Death,1.0
3525,Why Survive? Being Old in America,1.0
3526,Beautiful Swimmers,1.0
3527,The Dragons of Eden,1.0
3528,On Human Nature,1.0
3529,Fin-de-Siècle Vienna,1.0
3530,The Soul of a New Machine,1.0
3531,Is There No Place On Earth For Me?,1.0
3532,The Social Transformation of American Medicine,1.0
3533,Move Your Shadow,1.0
3534,Arab and Jew,1.0
3535,And Their Children After Them,1.0
3536,"The Prize: The Epic Quest for Oil, Money, and Power",1.0
3537,Lincoln at Gettysburg,1.0
3538,Lenin's Tomb: The Last Days of the Soviet Empire,1.0
3539,The Beak of the Finch: A Story of Evolution in Our Time,1.0
3540,Ashes to Ashes,1.0
3541,Annals of the Former World,1.0
3542,Embracing Defeat: Japan in the Wake of World War II,1.0
3543,Hirohito and the Making of Modern Japan,1.0
3544,Carry Me Home,1.0
3545,A Problem from Hell: America and the Age of Genocide,1.0
3546,Gulag: A History,1.0
3547,Ghost Wars,1.0
3548,Imperial Reckoning,1.0
3549,The Years of Extermination,1.0
3550,The Dead Hand: The Untold Story of the Cold War Arms Race and Its Dangerous Legacy,1.0
3551,"Devil in the Grove: Thurgood Marshall, the Groveland Boys, and the Dawn of a New America",1.0
3552,Toms River: A Story of Science and Salvation,1.0
3553,Black Flags: The Rise of ISIS,1.0
3554,Locking Up Our Own: Crime and Punishment in Black America,1.0
3555,Amity and Prosperity: One Family and the Fracturing of America,1.0
3556,The End of the Myth: From the Frontier to the Border Wall in the Mind of America,1.0
3557,"The Undying: Pain, vulnerability, mortality, medicine, art, time, dreams, data, exhaustion, cancer, and care",1.0
3558,Early Novels and Stories,1.0
3559,Water Music,1.0
3560,The Bridge,1.0
3561,The Remorseful Day,1.0
3562,The Short Stories Of Thomas Hardy ,1.0
3563,The Unicorn,1.0
3564,The Green Knight,1.0
3565,The Collected Poems of Theodore Roethke,1.0
3566,The Winter's Tale,1.0
3567,The Master of Ballantrae: A Winter's Tale,1.0
3568,The Hearts and Lives of Men: A Novel,1.0
3569,The Theogony,1.0
3570,Galileo,1.0
3571,The Trickster of Seville and His Guest of Stone,1.0
3572,Mensagem,1.0
3573,Rhinoceros and Other Plays,1.0
3574,The Illustrious House of Ramires,1.0
3575,The Loser,1.0
3576,The Gambler,1.0
3577,The American,1.0
3578,The Spoils of Poynton,1.0
3579,VALIS,1.0
3580,The Black Swan,1.0
3581,"A Testament of Hope: The Essential Writings and Speeches of Martin Luther King, Jr.",1.0
3582,The Consolation of Philosophy,1.0
3583,Meditations on First Philosophy,1.0
3584,John Wesley's Sermons: An Anthology,1.0
3585,A Spy In The House Of Love,1.0
3586,Diamonds Are Forever,1.0
3587,Cat on a Hot Tin Roof ,1.0
3588,She,1.0
3589,The Invisible Man,1.0
3590,The Subterraneans,1.0
3591,Hangover Square: A Story of Darkest Earl's Court,1.0
3592,From Russia with Love,1.0
3593,The Man Who Was Thursday,1.0
3594,Woodcutters,1.0
3595,The Book of the New Sun,1.0
3596,Devil in a Blue Dress,1.0
3597,The Dying Earth,1.0
3598,A New Life,1.0
3599,The Bastard of Istanbul,1.0
3600,The Heather Blazing,1.0
3601,An Accidental Man,1.0
3602,Cities of the Red Night: A Novel,1.0
3603,My Life and My Life in the Nineties,1.0
3604,The Rachel Papers,1.0
3605,The Ballad of the Sad Cafe,1.0
3606,Sweet Days of Discipline,1.0
3607,"I, Tituba, Black Witch of Salem",1.0
3608,Distant Star,1.0
3609,Stoner,1.0
3610,The Daughter of Time,1.0
3611,A Reckless Character and Other Stories,1.0
3612,The Stories of Vladimir Nabokov,1.0
3613,The Collected Poems of A. E. Housman,1.0
3614,The Works of Walter Savage Landor,1.0
3615,The Poems of Emily Bronte,1.0
3616,City of Salt,1.0
3617,Waverley,1.0
3618,Snow Country,1.0
3619,Cold Nights,1.0
3620,The Woman in the Dunes,1.0
3621,Black Sheep,1.0
3622,Sybil,1.0
3623,Men Without Women,1.0
3624,The Pursuit Of Love,1.0
3625,The Bottle Factory Outing,1.0
3626,The Periodic Table,1.0
3627,L.A. Confidential ,1.0
3628,Kama Sutra,1.0
3629,Canon of Medicine,1.0
3630,Atlas,1.0
3631,The Protocols of the Elders of Zion,1.0
3632,The Twelve Labours of Hercules,1.0
3633,The Quest for the Golden Fleece,1.0
3634,Orpheus and Eurydice,1.0
3635,Poem of the Cid,1.0
3636,Reynard the Fox,1.0
3637,The Song of Roland,1.0
3638,The Orlando Furioso,1.0
3639,New Atlantis,1.0
3640,Poems of Matsuo Bashō,1.0
3641,Sonnets from the Portuguese,1.0
3642,Biographia Literaria,1.0
3643,Le Cid,1.0
3644,Catiline Orations,1.0
3645,The Pioneers,1.0
3646,Nicholas Nickleby,1.0
3647,Penguin Island,1.0
3648,Stories of Nikolai Gogol,1.0
3649,Works and Days,1.0
3650,An Enemy of the People,1.0
3651,Two Essays on Analytical Psychology,1.0
3652,Volpone,1.0
3653,The Sickness Unto Death,1.0
3654,Benito Cereno,1.0
3655,Spoon River Anthology,1.0
3656,The Age of Reason,1.0
3657,The Poetry of Alexander Pushkin,1.0
3658,An Essay on Man,1.0
3659,The Rape of the Lock,1.0
3660,The Father,1.0
3661,Miss Julie,1.0
3662,Scepticism and Animal Faith,1.0
3663,Thyestes,1.0
3664,Essays of Henry David Thoreau,1.0
3665,The Berlin Stories,1.0
3666,Falconer,1.0
3667,The Painted Bird ,1.0
3668,Ubik,1.0
3669,The Voyeur,1.0
3670,Palace Walk,1.0
3671,Palace of Desire,1.0
3672,Sugar Street,1.0
3673,Waiting for the Mahatma,1.0
3674,Guerrilla Warfare,1.0
3675,That They May Face the Rising Sun,1.0
3676,Secondhand Time: The Last of the Soviets,1.0
3677,Autumn,1.0
3678,Sapiens: A Brief History of Humankind,1.0
3679,Capital in the Twenty-First Century,1.0
3680,A Death in the Family,1.0
3681,The Green Road,1.0
3682,Hope in the Dark,1.0
3683,Levels of Life,1.0
3684,Human Chain,1.0
3685,Night Watch,1.0
3686,Why Be Happy When You Could Be Normal?,1.0
3687,Women & Power: A Manifesto,1.0
3688,Underland,1.0
3689,This House of Grief,1.0
3690,Seven Brief Lessons on Physics,1.0
3691,The Silence of the Girls,1.0
3692,The Constant Gardener,1.0
3693,The Infatuations,1.0
3694,Notes on a Scandal,1.0
3695,The Age of Surveillance Capitalism,1.0
3696,Nothing to Envy,1.0
3697,Drive Your Plow Over the Bones of the Dead,1.0
3698,"Thinking, Fast and Slow",1.0
3699,Signs Preceding the End of the World,1.0
3700,Stories of Your Life and Others,1.0
3701,Harvest,1.0
3702,Coraline,1.0
3703,The Cost of Living,1.0
3704,Adults in the Room,1.0
3705,Visitation,1.0
3706,Light,1.0
3707,The Siege,1.0
3708,Darkmans,1.0
3709,A Little Life,1.0
3710,Broken Glass,1.0
3711,I Feel Bad About My Neck,1.0
3712,The Story of Art,1.0
3713,Nathan the Wise,1.0
3714,"Don Carlos: Infante of Spain, a Drama in Five Acts",1.0
3715,Splendors and Miseries of Courtesans,1.0
3716,The Last Days of Mankind,1.0
3717,Der Fall Mauritius,1.0
3718,"Farewell, My Lovely: A Novel",1.0
3719,The Clown,1.0
3720,The Good Person of Szechwan,1.0
3721,The Physicists,1.0
3722,The Day of the Jackal,1.0
3723,Die neuen Leiden des jungen W.,1.0
3724,The Songlines,1.0
3725,Cat's Eye,1.0
3726,The Hunting Gun,1.0
3727,Shadows on the Hudson: A Novel,1.0
3728,Betty Blue: The Story of a Passion,1.0
3729,"South of the Border, West of the Sun: A Novel",1.0
3730,Desert Flower,1.0
3731,The Shadow of the Wind,1.0
3732,The Meaning of Hitler,1.0
3733,The Clash of Civilizations ,1.0
3734,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,1.0
3735,"The Theory of Economic Development: An Inquiry into Profits, Capital, Credit, Interest, and the Business Cycle",1.0
3736,Success: Three Years in the Life of a Province,1.0
3737,The Other Education: What you should know about the natural sciences,1.0
3738,The Animals' Conference,1.0
3739,The Statement,1.0
3740,German History 1800–1918,1.0
3741,Crusade and Jihad: Islam and the Christian World,1.0
3742,Castle Gripsholm,1.0
3743,Alberta empfängt einen Liebhaber,1.0
3744,Where I'm Calling From,1.0
3745,Cities of the Plain,1.0
3746,The Crossing,1.0
3747,I Wish Someone Were Waiting for Me Somewhere,1.0
3748,Wonder Boys,1.0
3749,Earth Abides,1.0
3750,House of Leaves,1.0
3751,The Notebook: The Proof ; The Third Lie : Three Novels,1.0
3752,The Haunting of Hill House ,1.0
3753,Books of Blood,1.0
3754,I Am Legend,1.0
3755,Tales of H. P. Lovecraft,1.0
3756,Haunted,1.0
3757,The Stories of Ray Bradbury,1.0
3758,The Electric Michelangelo,1.0
3759,Ghostwritten,1.0
3760,Selected Stories of Philip K. Dick,1.0
3761,No Country for Old Men,1.0
3762,Mr. Wilson's Cabinet of Wonder,1.0
3763,Into the Wild,1.0
3764,The Wife of Martin Guerre,1.0
3765,A Mirror for Witches,1.0
3766,The Soul of Kindness,1.0
3767,Less Than Angels,1.0
3768,Lady into Fox,1.0
3769,The Flight from the Enchanter,1.0
3770,Eustace and Hilda,1.0
3771,Extremely Loud and Incredibly Close,1.0
3772,Masterworks of the Classical Haida Mythtellers,1.0
3773,Payback: Debt and the Shadow Side of Wealth,1.0
3774,The Collected Stories of Amy Hempel,1.0
3775,Seabiscuit,1.0
3776,The Arrival,1.0
3777,How I Live Now,1.0
3778,William Trevor: The Collected Stories,1.0
3779,Runaway,1.0
3780,Thursbitch,1.0
3781,The Ghost,1.0
3782,Youth,1.0
3783,Wolf Brother,1.0
3784,Imperial Life in the Emerald City,1.0
3785,If Nobody Speaks of Remarkable Things,1.0
3786,Fleshmarket Close,1.0
3787,Moondust: In Search of the Men Who Fell to Earth,1.0
3788,Collapse,1.0
3789,The Blank Slate,1.0
3790,Staying Alive,1.0
3791,Peeling the Onion,1.0
3792,The Kindly One,1.0
3793,The PowerBook,1.0
3794,"Blind Willow, Sleeping Woman",1.0
3795,War Music,1.0
3796,The Damned Utd,1.0
3797,England in Particular,1.0
3798,Collected Poems of Michael Donaghy,1.0
3799,Giving up the Ghost,1.0
3800,The Emperor's Children,1.0
3801,Born Yesterday,1.0
3802,Fatal Purity: Robespierre and the French Revolution,1.0
3803,The Enchantress of Florence,1.0
3804,My Father and other Working-Class Football Heroes,1.0
3805,"Everything Ravaged, Everything Burned",1.0
3806,The Ascent of Money: A Financial History of the World,1.0
3807,Maximum City: Bombay Lost and Found,1.0
3808,This Republic of Suffering: Death and the American Civil War,1.0
3809,"Berlin: The Downfall, 1945",1.0
3810,District and Circle,1.0
3811,The Carhullan Army,1.0
3812,The Emperor's Babe,1.0
3813,The Lost Leader,1.0
3814,The Position,1.0
3815,The Natural,1.0
3816,Green Eggs and Ham,1.0
3817,Infidel,1.0
3818,My Life in France,1.0
3819,Fargo Rock City,1.0
3820,Nixonland,1.0
3821,Them: A Memoir Of Parents,1.0
3822,The Wisdom Of Crowds,1.0
3823,The World Without Us,1.0
3824,Carter Beats The Devil,1.0
3825,The Story Of Edgar Sawtelle,1.0
3826,The Terror,1.0
3827,The Time Traveler's Wife,1.0
3828,Journals,1.0
3829,"Wind, Sand and Stars",1.0
3830,The Exploration of the Colorado River,1.0
3831,Arabian Sands,1.0
3832,Annapurna,1.0
3833,Travels,1.0
3834,Farthest North,1.0
3835,Two Years Before the Mast,1.0
3836,South,1.0
3837,A Short Walk in the Hindu Kush,1.0
3838,Kon-Tiki,1.0
3839,Travels in West Africa,1.0
3840,Journals (Cook),1.0
3841,Home of the Blizzard,1.0
3842,Sailing Alone Around the World,1.0
3843,The Mountain of My Fear,1.0
3844,A Wilderness Narrative,1.0
3845,First Footsteps in East Africa,1.0
3846,The Perfect Storm,1.0
3847,The Oregon Trail,1.0
3848,Through the Dark Continent,1.0
3849,A Lady's Life in the Rocky Mountains,1.0
3850,In the Land of White Death,1.0
3851,Endurance,1.0
3852,Scrambles Amongst the Alps,1.0
3853,Scott's Last Expedition: The Journals,1.0
3854,Everest: The West Ridge,1.0
3855,Journey Without Maps,1.0
3856,Starlight and Storm,1.0
3857,My First Summer in the Sierra,1.0
3858,My Life as an Explorer,1.0
3859,In Trouble Again,1.0
3860,The Man Who Walked Through Time,1.0
3861,K2 The Savage Mountain,1.0
3862,Gipsy Moth Circles the World,1.0
3863,Man-Eaters of Kumaon,1.0
3864,Alone,1.0
3865,Stranger in the Forest,1.0
3866,Travels in Arabia Deserta,1.0
3867,The Royal Road to Romance,1.0
3868,The Long Walk,1.0
3869,Mountaineering in the Sierra Nevada,1.0
3870,My Journey to Lhasa,1.0
3871,Journal of the Discovery of the Source of the Nile,1.0
3872,Running the Amazon,1.0
3873,Alive,1.0
3874,The Principal Navigations,1.0
3875,Incidents of Travel in Yucatan,1.0
3876,Shipwreck of the Whaleship Essex,1.0
3877,Life in the Far West,1.0
3878,My Life As an Explorer (Amundsen),1.0
3879,News from Tartary,1.0
3880,Annapurna: A Woman's Place,1.0
3881,Mutiny on the Bounty,1.0
3882,Adrift,1.0
3883,Castaways,1.0
3884,Touching the Void,1.0
3885,Tracks,1.0
3886,The Adventures of Captain Bonneville,1.0
3887,Cooper's Creek,1.0
3888,The Fearful Void,1.0
3889,No Picnic on Mount Kenya,1.0
3890,Through the Brazilian Wilderness,1.0
3891,Minus 148,1.0
3892,Travels (Ibn Battúta),1.0
3893,Jaguars Ripped My Flesh,1.0
3894,Journal of a Trapper,1.0
3895,Full Tilt,1.0
3896,Terra Incognita,1.0
3897,We Die Alone,1.0
3898,Kabloona,1.0
3899,Conquistadors of the Useless,1.0
3900,Carrying the Fire,1.0
3901,Adventures in the Wilderness,1.0
3902,The Mountains of My Life,1.0
3903,Great Heart,1.0
3904,Journal of the Voyage to the Pacific,1.0
3905,The Valleys of the Assassins,1.0
3906,The Silent World,1.0
3907,Alaska Wilderness,1.0
3908,"Letters and Notes on the Manners, Customs, and Conditions of the North American Indians",1.0
3909,I Married Adventure,1.0
3910,The Descent of Pierre Saint-Martin,1.0
3911,The Crystal Horizon,1.0
3912,Narrative of a Journey Across the Rocky Mountains to the Columbia River,1.0
3913,Grizzly Years,1.0
3914,One Man's Mountains,1.0
3915,"Go Down, Moses",1.0
3916,The Golden Apples,1.0
3917,The Last Gentleman,1.0
3918,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,1.0
3919,A Life's Work: On Becoming a Mother,1.0
3920,London Orbital: A Year Walking Around the M25,1.0
3921,Landing Light,1.0
3922,Being Jordan,1.0
3923,Earth: An Intimate History,1.0
3924,Saturday,1.0
3925,The Weather Makers,1.0
3926,The Revenge of Gaia,1.0
3927,The Suspicions of Mr Whicher,1.0
3928,The Blair Years,1.0
3929,The Audacity of Hope,1.0
3930,Change We Can Believe In,1.0
3931,Time's Arrow,1.0
3932,A Sense of Where You Are,1.0
3933,The Professional,1.0
3934,A Fan's Notes,1.0
3935,Plainsong,1.0
3936,Women,1.0
3937,The Crack-Up,1.0
3938,CivilWarLand in Bad Decline,1.0
3939,What It Takes,1.0
3940,The Continental Op,1.0
3941,The Dharma Bums,1.0
3942,Savages: A Novel,1.0
3943,Blankets,1.0
3944,Let's Talk About Love,1.0
3945,Blue Like Jazz,1.0
3946,Killing Yourself to Live,1.0
3947,The Great Railway Bazaar,1.0
3948,Speedboat,1.0
3949,Outside Over There,1.0
3950,Bad Behavior: Stories,1.0
3951,Geek Love: A Novel,1.0
3952,The Ice Storm: A Novel,1.0
3953,The Epicure's Lament,1.0
3954,Dangerous Laughter,1.0
3955,Lit: A Memoir,1.0
3956,Pulphead: Essays,1.0
3957,Building Stories,1.0
3958,Mystic River,1.0
3959,Black Water,1.0
3960,Naked,1.0
3961,The House on Mango Street,1.0
3962,Borrowed Time,1.0
3963,Praying for Sheetrock,1.0
3964,Eva Luna,1.0
3965,Waiting to Exhale,1.0
3966,The Glass Castle,1.0
3967,The Night Manager,1.0
3968,Drop City,1.0
3969,Krik? Krak!,1.0
3970,Friday Night Lights,1.0
3971,A Sight for Sore Eyes,1.0
3972,"Eat, Pray, Love",1.0
3973,"Bright Lights, Big City",1.0
3974,Holes,1.0
3975,The Ruins,1.0
3976,Close Range: Wyoming Stories,1.0
3977,Comfort Me with Apples,1.0
3978,Random Family,1.0
3979,Presumed Innocent,1.0
3980,Kaaterskill Falls,1.0
3981,The Predators' Ball,1.0
3982,Practical Magic,1.0
3983,America,1.0
3984,Say You’re One of Them,1.0
3985,The Tragical History of Doctor Faustus,1.0
3986,"Henry IV, Part I",1.0
3987,The Merchant of Venice,1.0
3988,The Pearl,1.0
3989,The Taming of the Shrew,1.0
3990,Maggie: A Girl of the Streets,1.0
3991,Autobiography of an Ex-Colored Man,1.0
3992,Home to Harlem,1.0
3993,Flowering Judas and Other Stories,1.0
3994,"Brown Girl, Brownstones",1.0
3995,Airships,1.0
3996,City of Glass,1.0
3997,The Shawl,1.0
3998,How the Garcia Girls Lost Their Accents,1.0
3999,Other Inquisitions,1.0
4000,Nog,1.0
4001,Man in the Holocene,1.0
4002,Seven Gothic Tales,1.0
4003,The Lime Twig,1.0
4004,Blood Oranges,1.0
4005,"I, etcetera",1.0
4006,The Coup,1.0
4007,How We Live,1.0
4008,Superfiction,1.0
4009,The Paris Review Interviews,1.0
4010,Pushcart Prize Anthology,1.0
4011,The Writer on Her Work,1.0
4012,Surrealist Manifesto,1.0
4013,Documents of Modern Art,1.0
4014,A Homemade World,1.0
4015,Sexual Perversity in Chicago,1.0
4016,The Changeling,1.0
4017,The New Fiction,1.0
4018,The Palm-Wine Drinkard,1.0
4019,Searching for Caleb,1.0
4020,Thank You and Other Poems,1.0
4021,Collected Poems of Frank O'Hara,1.0
4022,Rivers and Mountains,1.0
4023,Tragic Magic,1.0
4024,Mythologies,1.0
4025,The Pleasure of the Text,1.0
4026,For a New Novel,1.0
4027,Falling in Place,1.0
4028,Fiction and the Figures of Life,1.0
4029,The World Within the Word,1.0
4030,Advertisements for Myself,1.0
4031,The Box Man,1.0
4032,A Sorrow Beyond Dreams,1.0
4033, Kaspar and Other Plays,1.0
4034,Black Tickets,1.0
4035,Collected Stories of Peter Taylor,1.0
4036,The Pure and the Impure,1.0
4037,"Will You Please be Quiet, Please?",1.0
4038,The Oranging of America,1.0
4039,The Rhetoric of Fiction,1.0
4040,Sybil: Or The Two Nations,1.0
4041,The Sign of Four,1.0
4042,The History of Mr. Polly,1.0
4043,Lolly Willowes,1.0
4044,Nineteen Nineteen,1.0
4045,Joy in the Morning,1.0
4046,A Single Man,1.0
