,Title,Listed count
885,Children of Crisis,3.0
886,A Bright Shining Lie,3.0
887,This Boy's Life,3.0
888,Pastoralia,3.0
889,The Importance of Being Earnest,3.0
890,Red Harvest ,3.0
891,Mumbo Jumbo,3.0
892,The Left Hand Of Darkness,3.0
893,The Hero with a Thousand Faces,3.0
894,The Ghost Road,3.0
895,Bring Up the Bodies: A Novel,3.0
896,Lincoln in the Bardo,3.0
897,Independence Day,3.0
898,Netherland,3.0
899,A Fable,3.0
900,The Fixer,3.0
901,The Nickel Boys,3.0
902,Common Ground,3.0
903,The Noonday Demon,3.0
904,Parting the Waters,3.0
905,The Magic Barrel,3.0
906,"Goodbye, Columbus",3.0
907,Going After Cacciato,3.0
908,Mating,3.0
909,Sabbath's Theater,3.0
910,The Armies of the Night,3.0
911,The Sixth Extinction: An Unnatural History,3.0
912,Prufrock and Other Observations,3.0
913,Daisy Miller,3.0
914,"Twelfth Night: Or, What You Will",3.0
915,Sir Gawain and the Green Knight,3.0
916,In the Heart of the Heart of the Country,3.0
917,Death Of A Salesman,3.0
918,The Poems of Percy Bysshe Shelley ,3.0
919,Critique of Pure Reason,3.0
920,The Hebrew Bible,3.0
921,Tenth of December,3.0
922,Brooklyn,3.0
923,The God Delusion,3.0
924,No Logo,3.0
925,Cane,3.0
926,The Ginger Man,2.0
927,Jonathan Livingston Seagull,2.0
928,The Very Hungry Caterpillar,2.0
929,Flowers in the Attic,2.0
930,Kane and Abel,2.0
931,Valley of the Dolls,2.0
932,Nineteen Eighty-Four,2.0
933,James and the Giant Peach,2.0
934,The Shack,2.0
935,Love Story,2.0
936,Kitchen,2.0
937,The Women's Room,2.0
938,Fear of Flying,2.0
939,Charlie and the Chocolate Factory,2.0
940,Matilda,2.0
941,The Grapes of Wrath,2.0
942,Peyton Place,2.0
943,The Gruffalo,2.0
944,The Cat in the Hat,2.0
945,Santa Evita,2.0
946,The Joy of Sex,2.0
947,One Hundred Years of Solitude,2.0
948,One Flew Over the Cuckoo's Nest,2.0
949,Exodus,2.0
950,Possession,2.0
951,To the Lighthouse,2.0
952,Advise and Consent,2.0
953,Their Eyes Were Watching God,2.0
954,Kate Vaiden,2.0
955,Tropic of Cancer,2.0
956,The Secret Garden,2.0
957,Travels with Charley,2.0
958,Staying On,2.0
959,I Claudius,2.0
960,North and South,2.0
961,Hard Times,2.0
962,To Kill A Mockingbird,2.0
963,1984,2.0
964,A Town Like Alice,2.0
965,The Catcher In The Rye,2.0
966,The French Lieutenant’s Woman,2.0
967,The Sound And The Fury,2.0
968,Absalom Absalom!,2.0
969,Fifth Business,2.0
970,On The Road,2.0
971,Heart Of Darkness,2.0
972,To The Lighthouse,2.0
973,The Handmaid’s Tale,2.0
974,A Portrait Of The Artist As A Young Man,2.0
975,Greenmantle,2.0
976,It,2.0
977,Light In August,2.0
978,One Flew Over The Cuckoo’s Nest,2.0
979,A Farewell To Arms,2.0
980,The Cunning Man,2.0
981,The Satanic Verses,2.0
982,So Big,2.0
983,How Green Was My Valley,2.0
984,Strange Fruit,2.0
985,Portnoy’s Complaint,2.0
986,Centennial,2.0
987,Chesapeake,2.0
988,The Talisman,2.0
989,The Lonely Londoners,2.0
990,Brick Lane,2.0
991,Vile Bodies,2.0
992,Nervous Conditions,2.0
993,Poems,2.0
994,History,2.0
995,Diary of a Madman and Other Stories,2.0
996,Los Siete Locos,2.0
997,"If I Forget Thee, Jerusalem",2.0
998,The Burning Plain and Other Stories,2.0
999,Poems of Federico García Lorca,2.0
1000,Jakob Von Gunten,2.0
1001,Memoirs From Beyond the Grave,2.0
1002,Encyclopedia Britannica,2.0
1003,The Worst Journey in the World,2.0
1004,Tell Me a Riddle,2.0
1005,Three Lives,2.0
1006,Omeros,2.0
1007,The Collected Stories of Isaac Babel,2.0
1008,The Transit of Venus,2.0
1009,Life Is a Dream,2.0
1010,Lazarillo de Tormes,2.0
1011,Poems by Machado,2.0
1012,Celestina,2.0
1013,Poet in New York,2.0
1014,The Poetry of Luis Cernuda,2.0
1015,Ada or Ardor,2.0
1016,Sanctuary,2.0
1017,Fortunata and Jacinta,2.0
1018,The Year of the Death of Ricardo Reis,2.0
1019,Upanishads,2.0
1020,The Short Stories of F. Scott Fitzgerald,2.0
1021,Varieties of Disturbance: Stories,2.0
1022,The Emperor,2.0
1023,Poems of Rumi,2.0
1024,Freedom: A Novel,2.0
1025,The Sirens of Titan,2.0
1026,Richard III,2.0
1027,Three Trapped Tigers,2.0
1028,The Shipyard,2.0
1029,The Fall,2.0
1030,The Time of the Hero,2.0
1031,The Garden of the Finzi-Continis,2.0
1032,The Poems of Francois Villon,2.0
1033,Alcools,2.0
1034,Manon Lescaut,2.0
1035,Selected Poems,2.0
1036,Histories,2.0
1037,The Journal of Jules Renard,2.0
1038,Adolphe,2.0
1039,Fragments,2.0
1040,Journals: 1889-1913,2.0
1041,History of My Life,2.0
1042,Romance of the Three Kingdoms,2.0
1043,The Water Margin: Outlaws of the Marsh,2.0
1044,The Golden Ass (Metamorphoses): Or Metamorphoses,2.0
1045,Simplicius Simplicissimus,2.0
1046,Oroonoko,2.0
1047,The Castle of Otranto: A Gothic Story,2.0
1048,The Interesting Narrative of the Life of Olaudah Equiano,2.0
1049,Wilhelm Meister's Apprenticeship,2.0
1050,Hyperion,2.0
1051,Rameau's Nephew,2.0
1052,Elective Affinities,2.0
1053,Michael Kohlhaas,2.0
1054,Sense and Sensibility,2.0
1055,The Life and Opinions of the Tomcat Murr,2.0
1056,The Private Memoirs and Confessions of a Justified Sinner,2.0
1057,Aus dem Leben eines Taugenichts,2.0
1058,The Tenant of Wildfell Hall,2.0
1059,Cranford,2.0
1060,Green Henry,2.0
1061,The Red Room,2.0
1062,Ben-Hur,2.0
1063,Against Nature,2.0
1064,Hemsöborna,2.0
1065,The Kreutzer Sonata: And Other Stories,2.0
1066,Effi Briest,2.0
1067,The Stechlin,2.0
1068,Hadrian the Seventh,2.0
1069,Professor Unrat,2.0
1070,The Ragged Trousered Philanthropists,2.0
1071,Platero,2.0
1072,Kokoro,2.0
1073,Rashomon and Seventeen Other Stories,2.0
1074,Home and the World,2.0
1075,Growth of the Soil,2.0
1076,Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady ,2.0
1077,The Making of Americans,2.0
1078,Under Satan's Sun,2.0
1079,The Alberta Trilogy,2.0
1080,Amerika,2.0
1081,Decline and Fall,2.0
1082,Les Enfants Terribles,2.0
1083,Living,2.0
1084,Auto Da Fé,2.0
1085,Nightwood,2.0
1086,The Thinking Reed,2.0
1087,Embers,2.0
1088,The Royal Game,2.0
1089,Christ Stopped at Eboli: The Story of a Year,2.0
1090,Titus Groan,2.0
1091,In the Heart of the Sea,2.0
1092,The Heat of the Day,2.0
1093,Love in a Cold Climate,2.0
1094,"I, Robot",2.0
1095,Gormenghast,2.0
1096,Barabbas,2.0
1097,The Opposing Shore,2.0
1098,Excellent Women,2.0
1099,Thousand Cranes,2.0
1100,Junky,2.0
1101,The Lost Steps,2.0
1102,The African Child,2.0
1103,A Ghost at Noon,2.0
1104,The Unknown Soldier,2.0
1105,A Violent Life,2.0
1106,Jealousy: A Novel,2.0
1107,Saturday Night and Sunday Morning,2.0
1108,The Country Girls,2.0
1109,God's Bits of Wood,2.0
1110,A Severed Head,2.0
1111,The Ravishing of Lol Stein,2.0
1112,The Third Policeman,2.0
1113,In Watermelon Sugar,2.0
1114,The German Lesson,2.0
1115,Belle du Seigneur,2.0
1116,Cancer Ward,2.0
1117,First Circle,2.0
1118,The Bluest Eye,2.0
1119,In a Free State,2.0
1120,G.,2.0
1121,The Dispossessed,2.0
1122,The Lost Honour of Katharina Blum,2.0
1123,Woman at Point Zero,2.0
1124,Fateless,2.0
1125,Interview with the Vampire,2.0
1126,House with the Blind Glass Windows,2.0
1127,Lanark ,2.0
1128,July's People,2.0
1129,"If Not Now, When?",2.0
1130,LaBrava,2.0
1131,The Christmas Oratorio,2.0
1132,Flaubert's Parrot,2.0
1133,Simon and the Oaks,2.0
1134,The Old Devils,2.0
1135,Of Love and Shadows,2.0
1136,The Radiant Way,2.0
1137,The Swimming-Pool Library,2.0
1138,Wittgenstein's Mistress,2.0
1139,Foucault's Pendulum,2.0
1140,Like Water For Chocolate,2.0
1141,The Buddha of Suburbia,2.0
1142,Mao II,2.0
1143,Smilla's Sense of Snow: A Novel,2.0
1144,Written on the Body,2.0
1145,The Discovery of Heaven,2.0
1146,"How Late It Was, How Late",2.0
1147,The Reader,2.0
1148,The Unconsoled,2.0
1149,Fugitive Pieces,2.0
1150,The Elementary Particles,2.0
1151,Fear and Trembling,2.0
1152,Bartleby & Co,2.0
1153,Platform,2.0
1154,Vernon God Little,2.0
1155,A Tale of Love and Darkness,2.0
1156,Your Face Tomorrow: Fever and Spear,2.0
1157,Your Face Tomorrow: Dance and dream,2.0
1158,"Your Face Tomorrow: Poison, Shadow and Farewell",2.0
1159,The Sea,2.0
1160,The Gathering,2.0
1161,1Q84,2.0
1162,There But For The,2.0
1163,The Art of Fielding,2.0
1164,Cold Sassy Tree,2.0
1165,Sula,2.0
1166,Time and Again,2.0
1167,The Shell Seekers,2.0
1168,The Prince of Tides,2.0
1169,Hawaii,2.0
1170,Collected Works of Edna St. Vincent Millay,2.0
1171,Letters to a Young Poet,2.0
1172,The Selected Works of Cesare Pavese,2.0
1173,The Maias: Episodes from Romantic Life,2.0
1174,The Abolition of Man,2.0
1175,The Constitution of Liberty,2.0
1176,Capitalism and Freedom,2.0
1177,Modern Times,2.0
1178,"Capitalism, Socialism, and Democracy",2.0
1179,Witness,2.0
1180,The Quest for Community,2.0
1181,Up in the Old Hotel,2.0
1182,The Myth of Sisyphus,2.0
1183,The Joy of Cooking,2.0
1184,The Age of Reform,2.0
1185,An American Dilemma,2.0
1186,Main Currents in American Thought,2.0
1187,The Waning of the Middle Ages,2.0
1188,Being and Time,2.0
1189,The Hedgehog and the Fox,2.0
1190,"Roll, Jordan, Roll",2.0
1191,The Conservative Mind,2.0
1192,Essays of E. B. White,2.0
1193,A Lost Lady,2.0
1194,Uncle Vanya,2.0
1195,The Theory of the Leisure Class,2.0
1196,Genetics and the Origin of Species,2.0
1197,A Mathematician's Apology,2.0
1198,Little Dorrit,2.0
1199,The Unconscious,2.0
1200,Euclid's Elements,2.0
1201,The Harmony of the Worlds,2.0
1202,Enneads,2.0
1203,Aspects of the Novel,2.0
1204,Legends of The Fall,2.0
1205,The Lottery and Other Stories,2.0
1206,Watt,2.0
1207,The Yearling,2.0
1208,The Fire Next Time,2.0
1209,The Marriage Of Cadmus And Harmony,2.0
1210,My Name Is Aram,2.0
1211,A Sand County Almanac,2.0
1212,Smoking and Health,2.0
1213,Satyagraha in South Africa,2.0
1214,Coming of Age in Samoa,2.0
1215,Riders of the Purple Sage,2.0
1216,Dust Tracks on a Road: An Autobiography,2.0
1217,Small Is Beautiful: Economics as if People Mattered,2.0
1218,Lost Horizon,2.0
1219,Mein Kampf,2.0
1220,Bury My Heart at Wounded Knee,2.0
1221,The Complete Poetry and Essential Prose of John Milton,2.0
1222,The Misanthrope,2.0
1223,Two Treatises of Government,2.0
1224,The Narrow Road to the Deep North,2.0
1225,The Complete Poems of Samuel Taylor Coleridge,2.0
1226,Twice-Told Tales,2.0
1227,The Voyage of the Beagle,2.0
1228,Hard Times: An Oral History of the Great Depression,2.0
1229,The Warden,2.0
1230,The Poems of Walt Whitman,2.0
1231,Selected Stories of Lu Hsun,2.0
1232,Endgame,2.0
1233,Krapp's Last Tape,2.0
1234,The Passion,2.0
1235,Old Filth,2.0
1236,Never Mind,2.0
1237,Bad News,2.0
1238,Some Hope,2.0
1239,At Last,2.0
1240,The Horse's Mouth,2.0
1241,The Face of Battle,2.0
1242,The Habit of Being,2.0
1243,The Frontier in American History,2.0
1244,Up from Slavery,2.0
1245,Patriotic Gore,2.0
1246,Nature and Destiny of Man,2.0
1247,The Lady with the Dog,2.0
1248,Roughing It,2.0
1249,Reveille in Washington,2.0
1250,Studs Lonigan,2.0
1251,Future Shock: The Third Wave,2.0
1252,A Streetcar Named Desire,2.0
1253,The Van,2.0
1254,Daphnis and Chloe,2.0
1255,Parzival,2.0
1256,Stories,2.0
1257,Either Or,2.0
1258,"Germany, a Winter Tale",2.0
1259,Manhattan Transfer,2.0
1260,Essays and Aphorisms,2.0
1261,The Wanderer,2.0
1262,Seven Years in Tibet,2.0
1263,Forbidden Colours,2.0
1264,Zazie in the Metro,2.0
1265,Balzac and the Little Chinese Seamstress,2.0
1266,The Bookseller of Kabul,2.0
1267,Norwegian Wood,2.0
1268,Days Without End,2.0
1269,Homegoing,2.0
1270,The Slaves of Solitude,2.0
1271,Eye Of The Needle,2.0
1272,The Colour of Magic,2.0
1273,Sandman,2.0
1274,A Thousand Splendid Suns,2.0
1275,Unless,2.0
1276,Cannery Row,2.0
1277,The Secret Diary of Adrian Mole Aged 13 3/4,2.0
1278,I Capture the Castle,2.0
1279,American Tabloid,2.0
1280,The Children of Men,2.0
1281,The Reluctant Fundamentalist,2.0
1282,The Liars' Club,2.0
1283,A Long Way Gone: Memoirs of a Boy Soldier,2.0
1284,All the President's Men,2.0
1285,Moneyball,2.0
1286,Team of Rivals: The Political Genius of Abraham Lincoln,2.0
1287,The Devil In The White City,2.0
1288,The Man Who Mistook His Wife for a Hat,2.0
1289,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2.0
1290,Last Orders,2.0
1291,London: The Biography,2.0
1292,Notes from a Small Island,2.0
1293,Bad Science,2.0
1294,The Hare with Amber Eyes: A Family's Century of Art and Loss,2.0
1295,Trainspotting,2.0
1296,The Girl with the Dragon Tattoo,2.0
1297,The Jungle Book,2.0
1298,Stories of Washington Irving,2.0
1299,She Stoops to Conquer,2.0
1300,Titi Livi Ab urbe condita libri,2.0
1301,Giants in the Earth,2.0
1302,Nectar in a Sieve,2.0
1303,Zeitoun,2.0
1304,The Shock Doctrine: The Rise of Disaster Capitalism,2.0
1305,"Roll of Thunder, Hear My Cry",2.0
1306,North,2.0
1307,From Here to Eternity ,2.0
1308,A High Wind in Jamaica,2.0
1309,The Great Fire,2.0
1310,"Bless Me, Ultima",2.0
1311,Reading Lolita in Tehran,2.0
1312,How Should a Person Be?,2.0
1313,The Neapolitan Novels,2.0
1314,The Argonauts,2.0
1315,Dept. of Speculation,2.0
1316,The Beauty Of The Husband,2.0
1317,Mortals,2.0
1318,Honored Guest,2.0
1319,Voices from Chernobyl,2.0
1320,Magic for Beginners,2.0
1321,Winter's Bone,2.0
1322,American Genius: A Comedy,2.0
1323,Family Life,2.0
1324,Preparation for the Next Life,2.0
1325,What Belongs to You,2.0
1326,Tell Me How It Ends: An Essay in 40 Questions,2.0
1327,Priestdaddy: A Memoir,2.0
1328,Asymmetry,2.0
1329,The Mists of Avalon,2.0
1330,The Clan of the Cave Bear,2.0
1331,The Pillars Of The Earth,2.0
1332,Gaudy Night,2.0
1333,Outlander,2.0
1334,Pigs in Heaven,2.0
1335,Collected Poems of Ted Hughes,2.0
1336,The Social Contract,2.0
1337,On War,2.0
1338,How to Cook,2.0
1339,Citizens,2.0
1340,The Life of Charlotte Brontë,2.0
1341,Fifty Shades of Grey: ,2.0
1342,The Intuitionist: A Novel,2.0
1343,Jurassic Park,2.0
1344,The Martian,2.0
1345,The Tao of Physics,2.0
1346,The Unsettling of America,2.0
1347,"Gödel, Escher, Bach",2.0
1348,The American Language,2.0
1349,The Lives of a Cell,2.0
1350,The Ants,2.0
1351,The Age of Jackson,2.0
1352,Present at the Creation,2.0
1353,Great Bridge,2.0
1354,The House of Morgan,2.0
1355,The Art of Memory,2.0
1356,James Joyce,2.0
1357,The Great War and Modern Memory,2.0
1358,Why We Can't Wait,2.0
1359,The Rise of Theodore Roosevelt,2.0
1360,West With the Night,2.0
1361,Shadow and ACT,2.0
1362,The Journalist and the Murderer,2.0
1363,Out Stealing Horses,2.0
1364,"Hateship, Friendship, Courtship, Loveship, Marriage",2.0
1365,Four Quartets,2.0
1366,The Black Prince,2.0
1367,The Violent Bear It Away,2.0
1368,Tree of Smoke,2.0
1369,Affliction,2.0
1370,Flicker,2.0
1371,The Beautiful and Damned ,2.0
1372,Mastering the Art of French Cooking,2.0
1373,Consider The Lobster,2.0
1374,Burr,2.0
1375,A People's History of the United States,2.0
1376,All Over But The Shoutin',2.0
1377,Last Train to Memphis,2.0
1378,We Tell Ourselves Stories in Order to Live: Collected Nonfiction,2.0
1379,A Wild Sheep Chase,2.0
1380,Enormous Changes at the Last Minute,2.0
1381,Haroun and the Sea of Stories,2.0
1382,Baudolino,2.0
1383,Popol Vuh: The Mayan Book of the Dawn of Life,2.0
1384,The Merry Adventures of Robin Hood,2.0
1385,Hotel du Lac,2.0
1386,Milkman,2.0
1387,The Chaneysville Incident,2.0
1388,Billy Bathgate,2.0
1389,Operation Shylock,2.0
1390,Women in Their Beds,2.0
1391,The Early Stories,2.0
1392,The March,2.0
1393,Everyman,2.0
1394,Improvement,2.0
1395,The Collected Stories of Katherine Anne Porter,2.0
1396,The Collected Stories of Jean Stafford,2.0
1397,The Executioner's Song,2.0
1398,Empire Falls,2.0
1399,The Orphan Master's Son: A Novel,2.0
1400,All the Light We Cannot See,2.0
1401,A Stillness at Appomattox,2.0
1402,Russia Leaves the War,2.0
1403,Arctic Dreams,2.0
1404,United States: Essays 1952-1992,2.0
1405,The Haunted Land,2.0
1406,Master of the Senate,2.0
1407,The Hemingses of Monticello,2.0
1408,The First Tycoon: The Epic Life of Cornelius Vanderbilt,2.0
1409,The Swerve: How the World Became Modern,2.0
1410,Between the World and Me,2.0
1411,The New Negro: The Life of Alain Locke,2.0
1412,Edith Wharton: A Biography,2.0
1413,John Adams,2.0
1414,The Spirit of St. Louis,2.0
1415,Growing Up,2.0
1416,The Counterlife,2.0
1417,A Lesson Before Dying,2.0
1418,LaRose,2.0
1419,The Path to Power,2.0
1420,Backlash,2.0
1421,The Spirit Catches You and You Fall Down,2.0
1422,The Forever War,2.0
1423,The Age of Wonder: How the Romantic Generation Discovered the Beauty and Terror of Science,2.0
1424,The Warmth of Other Suns: The Epic Story of America's Great Migration,2.0
1425,"Far From the Tree: Parents, Children and the Search for Identity",2.0
1426,We Wish to Inform You That Tomorrow We Will Be Killed With Our Families: Stories from Rwanda,2.0
1427,Evicted: Poverty and Profit in the American City,2.0
1428,Northern Lights,2.0
1429,A Distant Mirror,2.0
1430,It: A Novel,2.0
1431,Orientalism,2.0
1432,Mary Chestnut's Civil War,2.0
1433,Morte D'Urban,2.0
1434,Mr. Sammler's Planet,2.0
1435,Chimera,2.0
1436,Augustus,2.0
1437,World's Fair,2.0
1438,Europe Central,2.0
1439,The Echo Maker,2.0
1440,Let the Great World Spin: A Novel,2.0
1441,"The Making of the President, 1960",2.0
1442,Anti-intellectualism in American Life,2.0
1443,The Good War,2.0
1444,Slavery by Another Name,2.0
1445,The Emperor of All Maladies: A Biography of Cancer,2.0
1446,The Bloody Chamber And Other Stories,2.0
1447,Wise Children,2.0
1448,Selected Stories,2.0
1449,Julius Caesar,2.0
1450,As You Like it,2.0
1451,The Old Curiosity Shop,2.0
1452,Party Going,2.0
1453,Much Ado about Nothing,2.0
1454,Henry V,2.0
1455,The Poetry of Ezra Pound,2.0
1456,The Narrative of Arthur Gordon Pym,2.0
1457,The Moon is a Harsh Mistress,2.0
1458,Ceremony,2.0
1459,The Glass Menagerie,2.0
1460,The Nicomachean Ethics,2.0
1461,Venus in Furs,2.0
1462,Moravagine,2.0
1463,Our Lady of the Flowers,2.0
1464,Gogol's Wife,2.0
1465,Poems of Alfred Lord Tennyson,2.0
1466,Petersburg,2.0
1467,Nightmare Abbey ,2.0
1468,Three Men in a Boat,2.0
1469,Mrs Palfrey at the Claremont,2.0
1470,The BFG,2.0
1471,Geography,2.0
1472,An Anatomical Exercise on the Motion of the Heart and Blood in Living Beings,2.0
1473,The Poems of Wilfred Owen,2.0
1474,Selected Poems of Lord Byron,2.0
1475,Areopagitica,2.0
1476,Kidnapped,2.0
1477,The Poems of Sappho,2.0
1478,Euthyphro,2.0
1479,Crito,2.0
1480,The Assistant,2.0
1481,The Sportswriter ,2.0
1482,The Tibetan Book of the Dead: Awakening Upon Dying,2.0
1483,Normal People,2.0
1484,Rapture,2.0
1485,Postwar,2.0
1486,Dart,2.0
1487,The Fifth Season,2.0
1488,The Spirit Level,2.0
1489,Bad Blood,2.0
1490,Chronicles: Volume One,2.0
1491,The World as Will and Idea,2.0
1492,Winter's Tale,2.0
1493,Libra,2.0
1494,Pictures At A Revolution,2.0
1495,The 9/11 Commission Report,2.0
1496,The Rest is Noise,2.0
1497,The Accidental,2.0
1498,The Secret Scripture,2.0
1499,A Short History Of Nearly Everything,2.0
1500,Jonathan Strange and Mr Norrell,2.0
1501,Into Thin Air,2.0
1502,Travels in the Interior Districts of Africa,2.0
1503,The Road to Oxiana,2.0
1504,Untold Stories,2.0
1505,A Sport and a Pastime,2.0
1506,Going Native,2.0
1507,Fast Food Nation,2.0
1508,On Beauty,2.0
1509,Case Histories,2.0
1510,Clockers,2.0
1511,An Essay on the Principle of Population,2.0
1512,Sixty Stories,2.0
1513,Edward Lear's Book of Nonsense,2.0
1514,A Childhood: The Biography of a Place,2.0
1515,The American Way of Death,2.0
1516,Down and Out in Paris and London,2.0
1517,One Writer's Beginnings,2.0
1518,Little Fires Everywhere,2.0
1519,Rising Tide,2.0
1520,Reflections on the Revolution in France,2.0
1521,A Treatise of Human Nature,2.0
1522,Beyond Freedom and Dignity,2.0
1523,Syntactic Structures,2.0
1524,Cybernetics,2.0
1525,I and Thou,2.0
1526,Exit West,2.0
1527,Station Eleven,2.0
1528,Fates and Furies,2.0
1529,Harry Potter and the Philosopher's Stone,1.0
1530,"The Lion, the Witch and the Wardrobe",1.0
1531,She: A History of Adventure,1.0
1532,The Adventures of Pinocchio (Le avventure di Pinocchio),1.0
1533,Harry Potter and the Chamber of Secrets,1.0
1534,Harry Potter and the Prisoner of Azkaban,1.0
1535,Harry Potter and the Goblet of Fire,1.0
1536,The Alchemist (O Alquimista),1.0
1537,The Bridges of Madison County,1.0
1538,Ben-Hur: A Tale of the Christ,1.0
1539,You Can Heal Your Life,1.0
1540,One Hundred Years of Solitude (Cien años de soledad),1.0
1541,Heidi,1.0
1542,Black Beauty,1.0
1543,The Name of the Rose (Il Nome della Rosa),1.0
1544,The Eagle Has Landed,1.0
1545,The Hite Report,1.0
1546,A Message to Garcia,1.0
1547,Cosmos,1.0
1548,Sophie's World (Sofies verden),1.0
1549,Angels & Demons,1.0
1550,How the Steel Was Tempered (Как закалялась сталь),1.0
1551,War and Peace (Война и мир),1.0
1552,The Diary of Anne Frank (Het Achterhuis),1.0
1553,Your Erroneous Zones,1.0
1554,The Purpose Driven Life,1.0
1555,Gone with the Wind,1.0
1556,The Revolt of Mamie Stover,1.0
1557,The Girl with the Dragon Tattoo (Män som hatar kvinnor),1.0
1558,The Lost Symbol,1.0
1559,The Young Guard (Молодая гвардия),1.0
1560,Who Moved My Cheese?,1.0
1561,Paul et Virginie,1.0
1562,Lust for Life,1.0
1563,The 7 Habits of Highly Effective People,1.0
1564,Virgin Soil Upturned (Поднятая целина),1.0
1565,The Celestine Prophecy,1.0
1566,Uncle Styopa (Дядя Степа),1.0
1567,Catching Fire,1.0
1568,Mockingjay,1.0
1569,Andromeda Nebula,1.0
1570,Autobiography of a Yogi,1.0
1571,The Girl on the Train,1.0
1572,All Quiet on the Western Front (Im Westen nichts Neues),1.0
1573,The Bermuda Triangle,1.0
1574,Wolf Totem (狼图腾),1.0
1575,The Happy Hooker: My Own Story,1.0
1576,Jaws,1.0
1577,Love You Forever,1.0
1578,What to Expect When You're Expecting,1.0
1579,Adventures of Huckleberry Finn,1.0
1580,"The Secret Diary of Adrian Mole, Aged 13¾",1.0
1581,Kon-Tiki: Across the Pacific in a Raft (Kon-Tiki ekspedisjonen),1.0
1582,The Good Soldier Švejk (Osudy dobrého vojáka Švejka za světové války),1.0
1583,The Power of Positive Thinking,1.0
1584,The Secret,1.0
1585,The Naked Ape,1.0
1586,Book,1.0
1587,"Totto-chan, the Little Girl at the Window (窓ぎわのトットちゃん)",1.0
1588,The Neverending Story (Die unendliche Geschichte),1.0
1589,Fifty Shades of Grey,1.0
1590,Guess How Much I Love You,1.0
1591,Shōgun,1.0
1592,The Poky Little Puppy,1.0
1593,The Pillars of the Earth,1.0
1594,Perfume (Das Parfum),1.0
1595,The Shadow of the Wind (La sombra del viento),1.0
1596,Becoming,1.0
1597,Tuesdays with Morrie,1.0
1598,God's Little Acre,1.0
1599,Follow Your Heart (Va' dove ti porta il cuore),1.0
1600,A Wrinkle in Time,1.0
1601,Long Walk to Freedom,1.0
1602,Me Before You,1.0
1603,Norwegian Wood (ノルウェイの森),1.0
1604,The Plague (La Peste),1.0
1605,No Longer Human (人間失格),1.0
1606,Man's Search for Meaning (Ein Psychologe erlebt das Konzentrationslager),1.0
1607,The Divine Comedy (La Divina Commedia),1.0
1608,The Exorcist,1.0
1609,Fifty Shades Darker,1.0
1610,"Ronia, the Robber's Daughter",1.0
1611,Diana: Her True Story,1.0
1612,The Stranger (L'Étranger),1.0
1613,Eye of the Needle,1.0
1614,Wild Swans,1.0
1615,Night (Un di Velt Hot Geshvign),1.0
1616,Confucius from the Heart (于丹《论语》心得),1.0
1617,The Total Woman,1.0
1618,Knowledge-value Revolution (知価革命),1.0
1619,Problems in China's Socialist Economy (中国社会主义经济问题研究),1.0
1620,What Color Is Your Parachute?,1.0
1621,The Dukan Diet,1.0
1622,The Gospel According to Peanuts,1.0
1623,The Front Runner,1.0
1624,The Goal,1.0
1625,Angela's Ashes,1.0
1626,The Story of My Experiments with Truth (સત્યના પ્રયોગો અથવા આત્મકથા),1.0
1627,"Catcher in the Rye, The",1.0
1628,Lord of the Rings,1.0
1629,Gone With the Wind,1.0
1630,"Color Purple, The",1.0
1631,Lord of the Flies,1.0
1632,"Good Earth, The",1.0
1633,"Great Gatsby, The",1.0
1634,"Grapes of Wrath, The",1.0
1635,"Tree Grows in Brooklyn, A",1.0
1636,"Hobbit, The",1.0
1637,"Prime of Miss Jean Brodie, The",1.0
1638,"Old Man and the Sea, The",1.0
1639,Native Son,1.0
1640,"Farewell to Arms, A",1.0
1641,"Jungle, The",1.0
1642,"Handmaid's Tale, The",1.0
1643,"Age of Innocence, The",1.0
1644,"Rabbit, Run",1.0
1645,"Sun Also Rises, The",1.0
1646,"Stranger, The",1.0
1647,"Sound and the Fury, The",1.0
1648,Stone Diaries,1.0
1649,"Joy Luck Club, The",1.0
1650,"Portrait of the Artist as a Young Man, A",1.0
1651,"Pale Horse, Pale Rider",1.0
1652,"Lover, The",1.0
1653,"Clockwork Orange, A",1.0
1654,"World According to Garp, The",1.0
1655,"Wonderful Wizard of Oz, The",1.0
1656,"Lion, the Witch and the Wardrobe, The",1.0
1657,"Hound of the Baskervilles, The",1.0
1658,"Fountainhead, The",1.0
1659,"Burger's Daughter, The",1.0
1660,"Call of the Wild, The",1.0
1661,"Mists of Avalon, The",1.0
1662,"I, Claudius",1.0
1663,From Here to Eternity,1.0
1664,"Passage to India, A",1.0
1665,"Good Soldier, The",1.0
1666,"Wind in the Willows, The",1.0
1667,Portnoy's Complaint,1.0
1668,"Plague, The",1.0
1669,"Little Prince, The",1.0
1670,"Bluest Eye, The",1.0
1671,"Bean Trees, The",1.0
1672,"Good Man is Hard to Find, A",1.0
1673,Remembrance of Things Past,1.0
1674,Ordinary People,1.0
1675,Babbit,1.0
1676,U.S.A. (trilogy),1.0
1677,"Unbearable Lightness of Being, The",1.0
1678,"Death in the Family, A",1.0
1679,"Once and Future King, The",1.0
1680,"Maltese Falcon, The",1.0
1681,"Golden Bowl, The",1.0
